age,income,education_years,experience_years,credit_score,debt_ratio,num_accounts,previous_defaults,approved,gender_male,region_north,region_south,region_west
59,9451,12,1,681,0.499,8,0,0,True,False,True,False
47,60168,9,30,538,0.11,9,0,1,True,False,True,False
36,40188,14,2,666,0.39,14,0,1,True,False,False,True
34,22540,10,7,467,0.241,9,0,1,False,True,False,False
36,57668,20,23,350,0.016,2,0,1,True,False,False,True
45,70604,11,14,679,0.36,9,0,1,True,False,False,False
43,47938,10,30,773,0.09,7,0,1,False,False,False,False
54,64293,10,8,379,0.257,5,0,1,False,False,False,False
43,74184,11,38,666,0.093,7,0,1,False,False,True,False
40,69723,12,1,760,0.101,13,0,1,False,False,True,False
26,74599,8,7,838,0.199,9,0,1,False,False,True,False
29,61131,11,6,751,1.0,8,0,1,True,True,False,False
18,51131,19,38,763,0.002,6,0,1,True,False,False,True
18,25970,19,15,777,0.639,13,0,1,True,False,True,False
64,46309,18,34,719,0.141,4,0,1,True,False,False,True
51,37351,15,29,513,0.921,13,1,0,True,False,False,True
49,82564,17,9,668,0.094,1,0,1,False,False,False,True
65,47361,14,37,413,0.955,6,0,1,True,True,False,False
42,51848,16,17,802,0.611,3,0,1,True,True,False,False
57,58272,12,4,610,0.001,6,1,0,True,False,False,False
62,50654,20,28,768,0.894,6,0,1,False,False,False,False
18,75425,17,38,343,0.522,14,1,0,True,False,False,True
33,40660,11,33,714,0.263,4,0,1,False,False,False,False
56,52919,15,22,545,0.767,2,0,1,True,False,False,True
22,38862,16,4,383,0.927,9,1,0,True,True,False,False
39,30199,20,29,506,0.484,2,0,1,True,True,False,False
46,40823,14,5,450,0.316,3,0,1,False,True,False,False
20,49444,21,3,827,0.789,10,0,1,True,False,True,False
29,43560,14,28,464,0.682,1,0,1,False,False,False,True
43,39613,12,22,444,0.889,7,0,1,True,True,False,False
33,28905,11,5,336,0.693,1,0,0,True,False,False,True
68,48753,21,31,632,0.244,11,0,1,False,False,False,False
54,27429,17,17,702,0.932,9,0,0,False,False,False,False
39,61400,8,14,713,0.105,11,1,0,False,True,False,False
46,51236,17,39,344,0.268,11,0,1,False,False,False,True
31,28136,17,31,701,0.52,1,0,1,False,True,False,False
45,45361,14,8,505,0.566,5,0,1,False,False,False,False
22,38717,8,36,361,0.015,7,0,0,False,True,False,False
64,54787,8,9,719,0.781,3,0,1,False,False,False,True
66,70106,12,19,767,0.362,9,1,1,False,False,False,False
47,21872,20,5,318,0.406,8,0,0,False,False,True,False
63,51725,16,2,664,0.809,13,0,1,False,False,False,False
69,47598,13,10,599,0.379,3,0,1,True,False,True,False
22,60070,10,16,306,0.047,5,0,1,False,True,False,False
29,53197,20,31,727,0.176,7,1,1,False,True,False,False
33,38720,10,3,416,0.956,12,0,1,True,False,False,True
43,45214,14,3,806,0.07,14,0,1,False,False,True,False
43,38059,13,16,845,0.355,4,0,1,True,True,False,False
65,66140,16,18,624,0.503,5,0,1,True,False,True,False
38,50319,13,4,354,0.493,3,0,1,False,True,False,False
56,78517,12,31,341,0.004,9,0,1,True,False,False,False
53,49090,17,21,596,0.501,10,0,1,False,True,False,False
50,39373,14,5,530,0.384,9,0,1,False,False,False,True
47,27294,8,34,752,0.972,7,0,0,True,False,False,False
54,22952,19,21,693,0.159,10,1,0,True,False,False,True
40,26237,14,0,821,0.354,2,1,0,True,False,False,False
27,54006,10,19,657,0.419,7,0,1,False,False,True,False
22,57630,21,21,743,0.391,7,0,1,False,False,False,True
53,26282,16,10,427,0.666,11,0,0,False,True,False,False
51,63425,13,12,704,0.216,5,0,1,True,False,True,False
69,42754,16,2,691,0.221,9,0,1,False,True,False,False
48,52201,20,8,492,0.729,13,0,1,True,False,False,False
27,74183,12,11,377,0.5,12,1,1,False,False,False,False
36,63452,14,22,384,0.415,11,1,1,True,True,False,False
49,45972,20,13,329,0.169,3,0,1,False,True,False,False
18,36632,21,32,348,0.188,4,0,1,True,False,True,False
22,17722,11,17,444,0.011,1,0,0,False,True,False,False
62,39212,14,8,368,0.091,6,0,1,True,False,False,True
21,46833,20,22,357,0.557,4,0,1,False,False,False,True
33,35192,8,9,778,0.892,1,0,1,False,True,False,False
41,48031,14,18,744,0.287,2,1,0,True,False,False,True
33,51152,15,4,595,0.328,3,0,1,False,True,False,False
19,46627,12,22,470,0.116,9,0,1,False,False,True,False
66,40249,9,29,446,0.389,13,0,1,True,False,False,True
45,52529,12,24,783,0.037,8,0,1,True,False,False,True
49,56629,13,27,605,0.918,7,0,0,False,True,False,False
44,33644,19,33,745,0.673,13,1,0,True,False,False,True
37,71163,9,24,520,0.991,11,0,1,True,False,False,False
41,48521,21,9,677,0.883,12,0,1,True,False,True,False
29,50282,13,13,565,0.473,14,0,1,False,False,True,False
67,60623,13,29,394,0.52,4,0,1,True,False,False,True
52,53498,8,24,561,0.191,1,0,1,False,False,False,True
50,64297,21,13,370,0.462,8,0,1,False,False,False,False
50,54306,8,34,518,0.903,4,0,1,False,False,False,False
68,40813,21,33,832,0.051,3,0,1,False,False,False,True
60,55422,18,9,391,0.864,9,0,1,True,False,False,True
54,32844,17,34,426,0.341,10,0,1,False,False,False,False
29,51628,10,10,379,0.9,4,0,0,True,True,False,False
20,49501,21,10,537,0.941,4,0,1,True,False,False,False
18,46878,17,20,671,0.671,14,0,1,True,True,False,False
50,48071,17,20,785,0.664,9,0,1,True,False,True,False
57,21772,19,21,324,0.453,13,0,1,False,False,True,False
27,41769,10,6,455,0.836,12,0,0,False,False,False,False
60,51392,11,16,816,0.962,11,0,1,True,True,False,False
61,52397,9,1,829,0.775,12,0,1,True,False,False,False
46,34584,16,11,356,0.622,14,0,0,False,False,False,False
30,68985,17,17,318,0.607,2,0,1,True,True,False,False
29,37007,19,10,683,0.849,14,0,1,True,False,False,False
48,64541,18,15,492,0.541,12,0,1,True,False,True,False
63,56407,21,17,536,0.804,5,0,1,False,False,False,True
19,40306,14,34,686,0.509,4,0,0,False,False,False,True
68,76629,14,25,725,0.062,9,0,1,True,False,False,False
67,32095,13,15,576,0.384,12,1,0,True,True,False,False
52,63787,10,5,526,0.444,5,0,1,False,True,False,False
40,65008,13,11,622,0.142,9,0,1,False,False,True,False
34,39940,21,12,452,0.102,11,0,1,True,True,False,False
43,70886,19,3,536,0.535,9,0,1,False,True,False,False
25,46249,15,38,354,0.085,14,0,1,True,False,True,False
46,54330,15,1,735,0.303,2,0,1,True,False,False,False
43,53904,18,25,408,0.745,14,1,0,False,False,False,True
27,47985,20,26,483,0.964,9,1,0,True,False,True,False
43,62162,16,26,667,0.718,3,0,1,False,False,False,False
51,61902,8,14,497,0.993,4,0,1,True,False,True,False
68,23772,21,7,670,0.698,1,0,1,True,False,False,False
58,69565,8,6,672,0.294,14,0,1,False,False,True,False
24,25062,10,39,796,0.672,1,0,1,True,False,False,False
21,65488,10,11,500,0.702,1,0,0,False,False,True,False
67,66900,17,12,808,0.372,9,0,1,True,False,False,False
62,33635,15,16,621,0.018,11,0,1,True,False,True,False
28,43837,17,16,574,0.703,8,0,1,True,False,False,True
46,33414,8,35,510,0.022,5,1,0,False,False,False,True
53,46776,20,20,803,0.631,5,0,1,True,True,False,False
42,45379,9,7,417,0.164,9,0,0,False,False,False,False
38,61694,9,4,341,0.566,3,0,1,True,False,True,False
53,69654,10,25,614,0.504,3,0,1,False,False,False,False
27,70935,20,15,628,0.014,7,0,1,True,False,False,True
54,41567,13,35,316,0.363,9,0,1,False,False,False,False
26,46861,8,27,582,0.601,6,0,0,False,False,True,False
41,24748,9,28,557,0.849,14,0,0,False,False,False,False
52,37911,20,11,318,0.889,2,0,0,False,False,True,False
66,64472,20,36,828,0.484,1,0,1,False,False,False,True
52,74233,8,29,722,0.728,2,0,1,False,False,False,True
65,31484,12,22,765,0.316,14,0,0,True,False,False,True
53,41113,20,15,672,0.342,14,0,1,True,True,False,False
35,49603,20,13,380,0.194,1,0,1,False,False,False,True
66,54202,14,9,847,0.562,10,0,1,False,False,False,False
56,37855,15,6,723,0.315,10,1,0,False,True,False,False
49,56360,17,36,728,0.084,9,0,1,True,False,False,True
41,42892,8,28,687,0.685,10,0,1,True,False,False,False
40,49783,14,2,503,0.708,12,0,1,True,False,False,False
49,58194,20,14,495,0.36,14,0,1,False,False,False,False
54,50096,12,35,584,0.077,13,0,1,True,False,True,False
29,43454,17,18,495,0.426,8,1,0,True,True,False,False
66,48355,8,12,606,0.442,7,0,0,True,False,False,False
30,48674,10,20,313,0.669,3,0,0,True,False,True,False
40,44449,14,36,445,0.315,8,0,1,True,False,False,True
42,46118,17,26,356,0.683,2,0,1,True,False,False,False
52,73979,8,28,509,0.871,2,1,1,False,False,True,False
58,58413,14,19,828,0.237,11,0,1,True,False,False,False
47,45567,12,24,643,0.979,10,0,1,True,True,False,False
34,60454,8,5,578,0.386,3,0,1,True,True,False,False
66,44992,8,35,508,0.267,7,0,1,True,False,False,True
37,67596,21,1,634,0.422,1,0,1,True,False,False,False
65,55544,8,21,587,0.094,8,0,1,True,False,True,False
42,48390,18,31,551,0.126,12,0,1,False,False,False,True
39,56715,16,15,564,0.414,7,0,1,True,False,False,False
30,26436,18,17,570,0.762,4,0,0,False,False,False,True
36,33098,20,4,718,0.9,14,0,0,False,False,True,False
66,32091,10,35,510,0.665,5,0,0,False,False,False,True
53,52144,20,29,664,0.105,10,0,1,True,False,False,True
29,75987,12,18,375,0.672,13,0,1,True,False,False,True
58,83469,18,22,620,0.635,1,1,1,True,False,False,False
36,59570,17,33,732,0.806,4,0,1,True,False,True,False
29,57512,19,12,408,0.825,1,1,0,False,True,False,False
26,22984,16,28,821,0.868,1,1,0,True,False,False,False
24,41859,13,35,346,0.414,10,0,1,True,True,False,False
45,38183,19,21,678,0.698,1,0,1,False,True,False,False
31,40687,16,35,395,0.268,7,0,0,False,False,False,False
48,47477,15,8,402,0.999,7,0,0,True,False,False,False
69,42918,15,38,445,0.175,4,0,1,True,False,True,False
36,20310,8,18,326,0.01,13,0,0,True,False,True,False
64,61218,20,37,829,0.149,12,0,1,True,False,False,True
33,33908,16,5,381,0.776,2,0,0,True,True,False,False
22,53588,13,14,727,0.447,12,0,0,True,False,True,False
52,81111,16,19,778,0.448,3,0,1,True,False,False,True
29,36209,10,8,461,0.955,8,0,0,True,False,True,False
42,12045,19,31,701,0.92,13,0,0,True,False,False,False
69,45709,10,3,807,0.311,8,0,1,True,False,True,False
38,66514,13,17,337,0.209,11,0,1,True,True,False,False
53,79375,16,4,810,0.848,11,1,1,False,False,True,False
40,31556,14,19,692,0.906,6,0,0,False,True,False,False
33,57450,21,22,793,0.542,10,0,1,True,False,False,False
56,43020,20,10,499,0.629,9,0,1,True,True,False,False
62,48410,10,36,554,0.257,11,0,1,True,False,True,False
59,89665,10,21,478,0.801,12,0,1,False,False,False,True
56,27455,9,3,846,0.632,9,1,0,False,False,False,False
31,53806,16,28,688,0.504,4,0,1,True,False,True,False
48,57015,20,33,697,0.06,12,1,0,False,False,False,False
22,66286,10,12,457,0.916,1,0,0,True,False,False,False
52,51469,18,8,303,0.615,1,0,1,True,False,True,False
40,54620,12,30,466,0.193,12,0,1,False,False,True,False
46,44125,21,6,767,0.606,10,1,0,False,False,False,True
60,54036,21,3,708,0.677,5,0,1,False,False,False,False
28,44852,16,18,711,0.526,14,0,1,False,False,False,False
35,59323,15,29,503,0.718,13,0,1,True,False,True,False
64,44455,9,30,493,0.581,2,0,1,False,True,False,False
29,55656,10,34,534,0.948,6,0,1,True,False,True,False
26,49561,9,20,449,0.054,7,1,0,False,False,False,False
27,66890,15,30,458,0.106,1,0,1,True,False,True,False
61,49229,13,18,578,0.174,6,0,1,False,False,False,True
34,23404,13,30,703,0.69,8,0,1,True,True,False,False
55,68928,19,31,610,0.646,12,0,1,False,False,True,False
24,36414,16,1,367,0.892,5,0,1,True,False,False,True
63,40193,15,9,762,0.733,14,0,0,False,False,False,False
30,41065,11,1,387,0.508,12,0,0,True,False,True,False
57,70616,19,1,516,0.992,7,0,1,True,False,False,False
59,17964,11,23,300,0.266,10,1,0,True,False,False,True
26,97066,16,16,434,0.833,6,1,1,True,False,False,False
67,65840,8,31,650,0.427,4,0,1,False,False,False,True
44,53348,20,15,439,0.649,7,0,1,True,False,False,True
19,49176,9,15,432,0.727,10,1,0,False,False,False,True
22,54283,9,38,477,0.634,9,0,1,True,False,True,False
46,57816,20,30,657,0.141,10,0,1,True,False,False,False
54,59678,20,23,679,0.443,10,1,0,False,False,False,False
55,58334,13,0,749,0.561,13,0,1,False,True,False,False
36,51343,11,10,762,0.849,7,0,1,True,True,False,False
25,47039,20,20,407,0.444,12,0,0,True,True,False,False
65,47730,18,3,421,0.919,14,0,0,False,True,False,False
62,47076,17,6,316,0.44,5,0,1,True,False,False,False
18,67006,20,25,495,0.549,7,0,1,False,False,False,True
39,58903,10,11,626,0.796,3,0,1,False,False,False,True
69,5894,10,30,617,0.583,2,0,0,False,False,True,False
34,59838,10,16,778,0.96,11,0,1,True,False,False,True
24,52921,13,32,551,0.66,5,0,1,False,False,False,False
42,49719,21,10,802,0.523,4,0,1,True,False,False,False
62,44172,15,27,418,0.024,5,0,1,True,False,False,False
21,66861,18,31,797,0.414,8,0,1,True,False,True,False
53,64212,14,0,785,0.299,12,0,1,True,True,False,False
23,38406,21,27,344,0.748,4,0,1,False,False,False,True
48,56105,11,6,613,0.208,9,0,1,False,False,False,False
36,35425,18,1,478,0.205,7,0,1,False,False,False,False
61,29305,19,23,717,0.19,10,0,1,True,True,False,False
56,40599,11,3,377,0.126,13,0,1,True,False,False,False
44,62935,18,18,625,0.311,12,0,1,True,False,False,True
27,64296,17,25,656,0.886,7,0,1,False,False,True,False
43,57696,18,10,715,0.775,13,1,0,True,False,False,False
36,60876,18,39,814,0.735,13,0,1,False,False,False,True
56,57742,21,10,513,0.797,8,0,1,True,False,False,False
20,40377,18,2,373,0.269,12,0,1,True,True,False,False
62,56478,9,11,808,0.887,6,0,1,False,False,False,False
30,62006,21,2,631,0.137,8,1,0,True,False,False,False
67,61314,8,26,392,0.336,3,0,1,False,False,True,False
45,67833,16,1,818,0.587,10,0,1,False,True,False,False
37,60624,19,15,568,0.103,10,0,1,True,True,False,False
45,55271,19,1,675,0.73,14,0,1,True,False,True,False
25,66052,9,29,303,0.387,1,0,1,True,False,False,False
58,49602,20,19,437,0.784,6,0,0,False,False,False,True
56,36771,15,37,530,0.493,1,0,1,True,True,False,False
18,47553,16,27,828,0.181,9,0,1,False,True,False,False
20,38826,11,24,351,0.735,14,0,0,False,False,False,False
30,39872,15,31,624,0.252,2,0,1,False,False,False,False
45,47832,16,9,576,0.491,11,0,1,True,True,False,False
66,38113,17,39,835,0.076,2,0,1,False,False,False,False
42,45380,17,32,785,0.618,7,0,1,False,False,False,True
50,21595,12,12,815,0.666,2,0,1,True,True,False,False
55,53199,20,36,451,0.379,10,0,1,True,False,False,True
23,50018,21,15,782,0.954,8,1,0,False,False,False,True
61,37743,14,21,558,0.874,6,0,1,True,False,False,False
62,59888,17,19,623,0.708,14,0,1,False,False,False,True
49,64063,11,26,467,0.714,7,0,1,True,False,False,False
62,25886,8,15,609,0.252,7,0,0,True,False,True,False
64,38559,10,33,778,0.657,6,0,1,False,False,False,False
38,38462,12,31,355,0.198,10,0,1,True,False,False,True
33,35901,10,25,772,0.144,11,0,1,True,False,True,False
38,62442,19,24,595,0.999,9,0,1,True,False,False,False
28,47092,20,1,760,0.622,13,0,1,True,False,False,True
54,46032,18,11,623,0.431,9,0,1,True,True,False,False
53,19942,14,39,440,0.288,7,0,0,True,True,False,False
52,59531,19,8,561,0.604,9,0,1,False,False,False,False
36,31411,16,11,719,0.05,13,0,1,True,False,False,False
37,50898,19,25,540,0.095,10,0,1,False,True,False,False
35,54160,13,8,654,0.033,3,0,1,True,False,False,True
64,70409,20,9,479,0.499,3,0,1,False,False,False,True
58,30367,17,31,365,0.601,1,0,1,True,False,False,True
66,4707,8,33,647,0.062,5,1,0,False,False,False,False
31,52757,14,19,470,0.721,4,0,1,True,False,True,False
32,77007,10,38,773,0.23,2,1,1,True,False,True,False
48,68584,12,1,833,0.685,9,1,1,True,False,True,False
18,53144,17,0,666,0.982,3,0,1,True,False,True,False
20,42625,11,35,406,0.691,8,0,1,True,False,True,False
33,62106,17,23,738,0.883,6,0,1,True,False,False,False
40,35396,12,26,526,0.948,14,0,0,False,False,False,False
28,57145,12,1,743,0.487,13,0,1,True,False,True,False
29,57582,13,30,741,0.702,5,0,1,True,False,False,False
27,65903,21,13,695,0.852,1,0,1,False,False,False,False
49,91394,17,1,383,0.357,4,1,1,False,False,True,False
33,55886,19,28,312,0.261,3,0,1,True,False,False,True
25,42365,17,14,792,0.947,1,0,1,True,False,False,False
55,49616,20,11,567,0.726,12,0,1,True,False,False,True
29,23463,20,36,824,0.22,5,1,0,False,False,False,False
41,39579,18,27,419,0.449,6,0,1,False,False,False,False
45,43860,13,19,652,0.796,2,0,1,True,False,True,False
25,42138,15,38,356,0.547,14,0,1,False,False,False,False
45,52285,15,23,339,0.65,3,0,1,False,True,False,False
53,37663,18,20,635,0.754,11,0,1,True,True,False,False
43,66815,16,9,472,0.622,14,0,1,False,False,True,False
25,50003,15,13,846,0.54,6,0,1,True,False,False,True
67,49860,20,36,558,0.75,4,0,1,True,False,False,True
45,45081,18,17,816,0.728,9,0,1,True,False,False,True
45,52327,9,23,822,0.63,5,1,0,True,True,False,False
54,62376,21,13,416,0.36,4,0,1,True,False,False,True
58,36993,21,33,483,0.406,2,1,1,False,False,False,True
53,40128,19,11,415,0.97,6,0,1,True,False,True,False
44,45444,17,21,461,0.112,10,0,1,True,False,False,True
34,29811,19,5,842,0.269,2,0,1,True,True,False,False
26,37711,18,35,536,0.492,12,0,1,False,True,False,False
50,42856,8,35,365,0.837,13,0,1,True,True,False,False
37,63115,17,21,369,0.164,7,0,1,True,False,True,False
30,53938,9,13,746,0.277,3,0,1,True,False,True,False
45,52903,9,15,715,0.066,9,0,1,True,False,False,False
65,62763,19,35,831,0.706,11,0,1,False,False,False,True
46,47939,10,24,740,0.238,5,0,1,False,False,True,False
30,55856,17,31,763,0.389,8,0,1,True,True,False,False
63,48451,14,32,695,0.444,11,0,1,False,True,False,False
52,53980,9,35,694,0.891,6,0,1,False,False,True,False
23,41258,21,19,625,0.411,14,0,1,False,False,True,False
35,13417,8,17,390,0.145,12,0,0,True,False,True,False
68,47985,21,37,369,0.524,10,0,1,True,False,False,False
22,71341,13,2,465,0.963,8,0,1,True,True,False,False
64,63893,16,22,513,0.608,13,0,1,False,False,False,False
42,64480,10,31,634,0.983,13,0,1,True,False,False,False
19,68541,13,15,668,0.841,11,0,1,True,False,False,True
27,51329,10,4,348,0.036,12,0,1,True,True,False,False
47,52959,21,3,351,0.658,3,1,0,False,True,False,False
67,40735,20,20,588,0.287,3,0,1,True,False,True,False
62,45258,8,39,538,0.56,5,0,1,False,False,True,False
22,59236,21,13,432,0.279,11,1,0,False,False,False,True
50,68058,20,38,465,0.349,10,1,1,True,False,False,False
18,47908,19,30,673,0.923,3,0,1,False,False,True,False
35,43247,12,13,672,0.207,8,0,1,True,False,True,False
49,50007,17,5,777,0.874,10,1,0,False,True,False,False
64,59018,21,11,778,0.03,13,0,1,True,True,False,False
66,28342,20,15,599,0.091,12,1,0,False,False,True,False
28,15557,18,16,381,0.855,14,0,0,False,True,False,False
38,41741,11,22,386,0.631,8,0,1,False,False,False,True
43,31689,14,13,524,0.747,2,0,0,False,False,True,False
42,42377,13,6,315,0.209,12,0,1,True,True,False,False
39,47783,17,31,657,0.537,4,0,1,False,False,False,True
44,43201,14,14,462,0.737,10,1,0,False,True,False,False
66,71787,12,16,813,0.627,13,0,1,True,True,False,False
30,54901,11,33,649,0.472,1,0,1,True,True,False,False
50,54507,14,4,763,0.96,4,0,1,False,False,True,False
51,59333,14,26,674,0.676,12,0,1,False,False,False,False
58,32917,13,22,391,0.908,13,0,0,False,True,False,False
52,65586,15,39,480,0.73,13,0,1,True,False,False,True
18,48863,11,13,600,0.735,11,0,1,False,False,True,False
38,60057,17,14,488,0.08,13,0,1,True,False,True,False
65,33922,12,32,613,0.359,4,0,0,False,False,False,True
23,26693,11,30,792,0.858,10,0,1,True,True,False,False
45,62268,19,34,427,0.233,9,1,0,False,False,False,False
34,55646,8,16,818,0.116,3,0,1,False,True,False,False
22,36469,19,27,725,0.326,2,0,1,True,False,False,True
48,36955,15,18,486,0.22,9,0,0,False,False,True,False
22,66881,8,22,849,0.925,9,0,1,True,False,False,False
55,32158,12,31,752,0.868,1,0,1,False,False,True,False
20,74640,13,39,770,0.5,6,0,1,False,False,False,True
40,36490,13,12,523,0.061,10,0,1,True,True,False,False
54,59575,20,19,453,0.715,8,0,1,False,False,False,False
54,45070,12,34,650,0.623,3,0,1,False,False,True,False
27,59047,10,4,446,0.971,11,0,1,True,False,True,False
27,41838,12,8,648,0.559,9,0,1,True,False,True,False
36,47558,19,28,481,0.336,2,0,1,False,True,False,False
34,50613,15,5,478,0.519,6,0,1,False,False,False,False
38,34967,21,24,338,0.979,1,0,1,False,True,False,False
31,61112,9,30,302,0.696,13,1,0,False,True,False,False
26,42301,13,21,363,0.672,7,1,0,True,True,False,False
63,46571,16,1,328,0.241,3,0,1,False,False,False,True
18,35084,15,4,671,0.744,7,0,1,True,False,False,True
68,11564,21,26,822,0.75,4,0,1,True,False,False,True
62,47134,18,24,396,0.317,9,1,0,True,False,False,False
30,86189,15,7,741,0.484,5,0,1,True,True,False,False
21,61769,15,0,502,0.295,3,0,1,True,True,False,False
18,49711,20,19,710,0.259,8,0,1,True,False,False,True
66,46056,14,22,320,0.026,6,0,1,False,True,False,False
57,50336,15,31,401,0.285,2,1,1,True,True,False,False
49,58206,20,10,345,0.554,3,0,1,True,False,True,False
51,32287,13,38,365,0.002,8,0,1,True,True,False,False
45,66714,9,23,463,0.283,10,0,1,True,False,True,False
48,60730,9,10,410,0.881,7,0,1,True,True,False,False
25,60772,15,28,637,0.594,10,0,1,True,False,False,False
56,56577,18,25,422,0.608,6,0,1,False,False,False,True
43,50294,8,15,746,0.403,14,1,0,False,False,True,False
51,60092,13,34,590,0.676,1,0,1,False,False,False,True
20,58877,20,19,711,0.19,9,0,1,True,False,True,False
67,44689,13,2,580,0.819,3,1,0,True,False,True,False
29,41395,18,0,342,0.117,14,0,0,False,False,True,False
18,51527,11,0,785,0.656,5,0,1,True,False,False,False
61,73235,19,16,350,0.341,7,0,1,True,True,False,False
22,31413,18,1,509,0.748,7,0,0,True,False,True,False
47,27987,20,28,425,0.55,3,0,1,True,False,False,False
47,52471,18,19,791,0.452,4,1,1,True,False,True,False
34,50763,20,5,808,0.169,10,0,1,True,True,False,False
65,52600,17,7,557,0.637,7,0,1,True,False,True,False
64,53659,10,28,487,0.975,8,0,1,True,False,False,False
40,46651,20,32,529,0.826,2,0,1,False,True,False,False
32,72347,18,2,488,0.06,9,0,1,False,False,False,False
54,25986,10,34,714,0.376,7,0,1,False,True,False,False
38,37572,20,4,309,0.926,13,1,0,False,True,False,False
31,48451,20,26,413,0.503,8,0,1,False,False,False,True
19,25352,8,11,375,0.662,6,0,1,True,False,False,True
28,47362,10,19,801,0.913,6,0,1,True,False,False,True
68,74922,11,19,384,0.874,9,0,1,True,True,False,False
56,50313,18,8,348,0.502,4,0,1,False,False,True,False
55,53460,18,38,794,0.438,11,0,1,False,False,False,False
51,31097,12,3,686,0.34,11,0,1,True,False,False,False
55,40754,10,18,688,0.719,5,0,1,False,False,False,False
67,44372,13,37,517,0.287,9,0,1,True,False,False,True
51,45234,18,26,645,0.25,1,0,1,False,True,False,False
35,69224,21,12,529,0.356,4,0,1,True,False,False,True
47,58365,19,12,554,0.177,7,0,1,True,False,True,False
32,33328,12,21,535,0.695,11,0,1,True,True,False,False
44,53697,10,27,325,0.616,9,0,1,True,False,False,False
68,57473,13,21,560,0.483,14,0,1,True,False,False,True
51,67102,13,18,570,0.39,13,0,1,True,False,False,True
69,73708,21,7,422,0.909,11,0,1,False,False,True,False
55,34773,15,7,556,0.029,12,0,1,True,False,True,False
50,37837,9,25,720,0.769,13,0,1,True,False,False,True
41,31136,8,25,558,0.902,10,0,1,False,False,True,False
32,46489,11,22,346,0.446,6,0,1,False,False,False,False
47,56995,14,12,824,0.551,12,0,1,True,False,True,False
59,64810,18,27,507,0.944,8,1,0,True,False,True,False
68,48860,17,8,610,0.212,13,0,1,True,False,False,True
34,45202,10,19,448,0.52,9,0,1,True,False,False,True
22,52276,10,18,737,0.475,10,0,1,False,True,False,False
46,37472,12,38,454,0.258,4,1,0,True,True,False,False
21,81343,12,11,389,0.819,1,0,1,True,False,False,True
27,25885,20,14,657,0.9,14,0,1,False,False,True,False
34,52771,17,30,473,0.782,8,1,0,True,False,True,False
27,80354,10,13,516,0.195,2,0,1,True,True,False,False
34,50101,16,10,755,0.087,11,0,1,True,True,False,False
37,47149,11,25,498,0.605,1,0,1,False,True,False,False
41,44638,20,26,785,0.057,13,0,1,True,False,False,False
22,47294,20,10,832,0.673,7,0,1,False,False,False,False
51,70592,10,37,499,0.53,12,0,1,True,True,False,False
23,16822,18,33,670,0.663,10,0,1,True,False,True,False
19,73001,9,18,747,0.59,9,0,1,False,True,False,False
30,28640,17,5,547,0.423,11,0,0,False,False,False,False
60,46000,20,37,563,0.201,12,0,1,False,False,True,False
60,43561,18,27,357,0.306,12,0,1,False,False,False,False
65,58828,16,0,601,0.525,9,1,0,False,False,True,False
28,26028,11,34,330,0.652,3,0,0,True,False,False,False
68,56932,10,39,797,0.779,6,0,1,True,False,True,False
64,80364,14,7,548,0.767,7,0,1,False,False,True,False
40,29552,15,6,570,0.973,14,0,0,True,False,True,False
33,52845,18,10,693,0.286,10,0,1,False,False,True,False
48,40070,21,38,801,0.071,9,0,1,False,False,False,True
28,56388,9,3,383,0.346,2,0,1,True,False,False,False
33,50287,14,24,664,0.743,8,0,1,True,False,False,False
25,40377,19,11,848,0.438,14,0,1,False,False,False,True
21,57318,12,25,641,0.818,7,0,1,True,False,True,False
57,77065,18,37,706,0.549,4,0,1,False,False,True,False
21,47136,12,11,724,0.93,2,0,1,True,False,False,False
42,60796,10,36,392,0.948,8,0,0,False,False,False,True
20,30600,12,23,711,0.069,11,0,1,True,False,True,False
49,35653,19,15,731,0.456,5,0,1,False,False,True,False
20,57086,9,12,458,0.61,6,0,1,True,False,True,False
44,72261,11,24,313,0.256,14,0,1,True,True,False,False
46,55334,13,3,672,0.407,11,1,0,True,False,False,True
49,45304,8,10,524,0.678,7,0,1,False,False,True,False
67,49989,17,31,804,0.227,10,0,1,False,True,False,False
68,31243,11,6,372,0.602,1,1,0,True,False,False,True
36,59067,13,10,548,0.697,8,0,1,True,False,True,False
38,63234,16,27,810,0.09,4,0,1,True,False,False,False
22,43218,21,22,515,0.498,13,0,1,False,True,False,False
35,42949,18,22,840,0.263,9,0,1,False,True,False,False
45,53988,18,27,519,0.724,1,0,1,True,False,True,False
59,43449,20,25,520,0.19,11,0,1,True,False,True,False
39,49008,9,24,688,0.892,2,0,1,True,True,False,False
38,81495,18,28,341,0.431,14,0,1,True,False,False,False
23,46294,14,18,582,0.198,6,0,1,True,False,False,False
18,44624,13,32,357,0.438,11,0,1,False,False,False,True
22,40286,9,35,836,0.409,10,0,1,True,False,True,False
58,61162,15,13,372,0.429,11,0,1,False,False,False,False
29,47281,14,13,428,0.586,14,0,1,True,False,False,True
43,40259,18,34,725,0.521,1,0,1,True,False,False,False
63,69819,12,29,424,0.15,4,0,1,False,False,True,False
51,71294,19,27,366,0.066,8,0,1,False,False,False,True
66,40993,12,16,305,0.729,10,0,0,False,False,False,True
31,22001,14,2,613,0.56,5,0,1,True,False,False,True
43,65112,16,15,625,0.359,13,0,1,True,False,False,False
